channels,noise_std,csp_mean_acc,csp_std,base_mean_acc,base_std,delta_acc
6,0.0,0.5020644891122278,0.0210585613298548,0.4995477386934673,0.0245737720473722,0.0025167504187604828
6,1.0,0.5004020100502512,0.0189664877716583,0.4995477386934673,0.0245737720473722,0.0008542713567838978
