channels,noise_std,csp_mean_acc,csp_std,base_mean_acc,base_std,delta_acc
5,0.0,0.4920561139028476,0.0206690601796038,0.5003810720268007,0.0234470239128407,-0.008324958123953119
5,1.0,0.4970770519262982,0.0200231324322748,0.5003810720268007,0.0234470239128407,-0.003304020100502514
